"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","circ_tronco_cm_cat"
"3932",6049,"Fresno europeo","14/04/2011 12:50","Bajo (2 - 4 mts)",22,"Mediano",-68.8462186554,-32.8813527454,1,"Parque Central",1655357.93265,"0","bajo"
"2196",3312,"Pltano","28/09/2011 09:17","Alto (> 8 mts)",110,"Grande",-68.8279376388,-32.8764034957,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"1925",2930,"Jacarand","21/09/2011 08:50","Bajo (2 - 4 mts)",10,"Chico",-68.8292122461,-32.8738624446,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"21076",31998,"Fresno americano","03/06/2011 12:20","Alto (> 8 mts)",105,"Grande",-68.8589365612,-32.8872554223,5,"Residencial Sur",2423808.92355,"0","medio"
"15036",22917,"Pltano","19/05/2011 14:59","Alto (> 8 mts)",152,"Grande",-68.8556356708,-32.8995387704,5,"Residencial Sur",2423808.92355,"0","medio"
"28322",42905,"Paraiso","29/09/2011 11:16","Medio (4 - 8 mts)",170,"Grande",-68.8336845026,-32.8771650187,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"14022",21422,"Morera","10/05/2011 11:12","Alto (> 8 mts)",100,"Grande",-68.8567105252,-32.8924905937,5,"Residencial Sur",2423808.92355,"0","medio"
"11133",17186,"Morera","04/07/2011 10:35","Alto (> 8 mts)",145,"Grande",-68.8362437957,-32.8630660776,4,"Cuarta Oeste",1173332.70145,"0","medio"
"35",55,"Morera","01/03/2012 08:12","Medio (4 - 8 mts)",120,"Grande",-68.8564928055,-32.8968819132,5,"Residencial Sur",2423808.92355,"0","medio"
"31008",47031,"Morera","15/09/2011 12:32","Muy bajo (1 - 2 mts)",16,"Chico",-68.8317561652,-32.8728358801,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"16842",25657,"Olmo comun","07/02/2011 10:22","Medio (4 - 8 mts)",165,"Grande",-68.8410689664,-32.9015291159,2,"Barrio Civico",2366816.36021,"0","alto"
"2834",4351,"Morera","02/08/2011 10:00","Medio (4 - 8 mts)",200,"Grande",-68.8414389534,-32.8706024102,4,"Cuarta Oeste",1173332.70145,"1","alto"
"1960",2986,"Fresno europeo","16/09/2011 12:08","Bajo (2 - 4 mts)",18,"Chico",-68.8247032272,-32.8719190382,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"13031",19983,"Fresno europeo","05/08/2011 08:33","Alto (> 8 mts)",128,"Grande",-68.8325619411,-32.8637613706,4,"Cuarta Oeste",1173332.70145,"0","medio"
"9337",14300,"Fresno americano","06/12/2011 09:59","Bajo (2 - 4 mts)",42,"Mediano",-68.8771195988,-32.8681686528,8,"Aeroparque",2203364.73622,"0","bajo"
"126",188,"Paraiso sombrilla","24/02/2012 11:23","Bajo (2 - 4 mts)",100,"Grande",-68.857935699,-32.8646507998,6,"Residencial Norte",2694682.37982,"0","medio"
"8541",13052,"Olmo comun","16/02/2011 12:06","Alto (> 8 mts)",140,"Grande",-68.8450440761,-32.8643940325,4,"Cuarta Oeste",1173332.70145,"0","medio"
"25539",38615,"Morera","08/06/2011 10:45","Medio (4 - 8 mts)",60,"Mediano",-68.8525290354,-32.8715025062,6,"Residencial Norte",2694682.37982,"0","bajo"
"25716",38889,"Olmo bola","26/10/2010 10:40","Medio (4 - 8 mts)",70,"Grande",-68.8489246686,-32.8696989416,6,"Residencial Norte",2694682.37982,"0","bajo"
"30886",46840,"Pltano","15/09/2011 13:48","Alto (> 8 mts)",145,"Grande",-68.8343570533,-32.871929901,4,"Cuarta Oeste",1173332.70145,"0","medio"
"22716",34425,"Fresno europeo","10/03/2011 09:01","Medio (4 - 8 mts)",96,"Grande",-68.8510132829,-32.8740791721,6,"Residencial Norte",2694682.37982,"0","medio"
"14654",22364,"Fresno europeo","16/06/2011 09:57","Medio (4 - 8 mts)",110,"Grande",-68.8595160841,-32.8988544404,5,"Residencial Sur",2423808.92355,"0","medio"
"23526",35655,"Morera","17/03/2011 12:03","Alto (> 8 mts)",160,"Grande",-68.8560549119,-32.8749042644,6,"Residencial Norte",2694682.37982,"0","medio"
"7835",11954,"Fresno europeo","12/05/2010 10:48","Bajo (2 - 4 mts)",22,"Mediano",-68.8517430189,-32.8669569549,6,"Residencial Norte",2694682.37982,"0","bajo"
"9157",13998,"Aguaribay","29/11/2011 17:51","Medio (4 - 8 mts)",120,"Grande",-68.8781423054,-32.8649422371,8,"Aeroparque",2203364.73622,"0","medio"
"10421",16069,"Fresno americano","15/07/2011 08:40","Alto (> 8 mts)",170,"Grande",-68.843780648,-32.8708039619,4,"Cuarta Oeste",1173332.70145,"0","alto"
"18967",28857,"Fresno americano","26/04/2011 12:47","Alto (> 8 mts)",180,"Grande",-68.8469317708,-32.8858126167,1,"Parque Central",1655357.93265,"0","alto"
"1071",1626,"Jacarand","24/11/2011 09:52","Muy bajo (1 - 2 mts)",30,"Mediano",-68.8712980062,-32.8782586681,7,"Residencial Parque",1786336.08966,"0","bajo"
"27979",42385,"Morera","29/09/2011 11:40","Medio (4 - 8 mts)",100,"Grande",-68.8336577453,-32.8762725773,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"5134",7853,"Fresno europeo","03/06/2011 15:27","Bajo (2 - 4 mts)",42,"Mediano",-68.8588356136,-32.8842065512,5,"Residencial Sur",2423808.92355,"0","bajo"
"29208",44297,"Fresno europeo","20/10/2011 16:35","Bajo (2 - 4 mts)",36,"Mediano",-68.8357058805,-32.8809520296,1,"Parque Central",1655357.93265,"0","bajo"
"10881",16785,"Fresno europeo","11/08/2011 12:02","Medio (4 - 8 mts)",45,"Mediano",-68.8401884695,-32.8629382687,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"25303",38272,"Fresno europeo","02/12/2010 10:07","Medio (4 - 8 mts)",110,"Grande",-68.8460013458,-32.8722652058,6,"Residencial Norte",2694682.37982,"0","medio"
"5959",9122,"Acacia SP","21/02/2011 09:57","Medio (4 - 8 mts)",42,"Mediano",-68.8528326608,-32.865502571,6,"Residencial Norte",2694682.37982,"0","bajo"
"12337",18980,"Morera","03/08/2011 15:11","Alto (> 8 mts)",200,"Grande",-68.837574378,-32.8698114975,4,"Cuarta Oeste",1173332.70145,"0","alto"
"18297",27877,"Pltano","04/11/2011 10:27","Alto (> 8 mts)",150,"Grande",-68.8384147847,-32.8938416362,2,"Barrio Civico",2366816.36021,"0","medio"
"26527",40113,"Paraiso","15/04/2011 11:35","Bajo (2 - 4 mts)",44,"Mediano",-68.8448289505,-32.8792690146,1,"Parque Central",1655357.93265,"0","bajo"
"20156",30617,"Morera","07/02/2011 12:22","Alto (> 8 mts)",82,"Grande",-68.8581528116,-32.8672412658,6,"Residencial Norte",2694682.37982,"0","medio"
"21512",32638,"Pltano","21/06/2011 09:57","Alto (> 8 mts)",196,"Grande",-68.8524162404,-32.890442336,5,"Residencial Sur",2423808.92355,"0","alto"
"29660",44991,"Morera","26/08/2011 12:34","Medio (4 - 8 mts)",200,"Grande",-68.825017187,-32.8687555489,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"9011",13765,"Paraiso","27/01/2011 12:53","Alto (> 8 mts)",60,"Mediano",-68.8501043691,-32.8646262861,6,"Residencial Norte",2694682.37982,"0","bajo"
"11343",17489,"Pltano","16/01/2012 09:06","Alto (> 8 mts)",130,"Grande",-68.8353459161,-32.8680180337,4,"Cuarta Oeste",1173332.70145,"1","medio"
"25436",38456,"Paraiso","03/11/2010 12:36","Alto (> 8 mts)",187,"Grande",-68.8514694097,-32.8691636772,6,"Residencial Norte",2694682.37982,"0","alto"
"19508",29652,"Morera","02/03/2011 18:53","Alto (> 8 mts)",176,"Grande",-68.840924826,-32.8938014588,2,"Barrio Civico",2366816.36021,"1","alto"
"30723",46601,"Morera","05/09/2011 10:19","Medio (4 - 8 mts)",110,"Grande",-68.8317897821,-32.868580885,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"16631",25325,"Fresno europeo","09/02/2011 10:47","Alto (> 8 mts)",90,"Grande",-68.8396432445,-32.8993856142,2,"Barrio Civico",2366816.36021,"0","medio"
"21400",32474,"Fresno americano","30/05/2011 09:24","Medio (4 - 8 mts)",105,"Grande",-68.8538423354,-32.8884074353,5,"Residencial Sur",2423808.92355,"0","medio"
"15283",23254,"Fresno europeo","27/01/2012 12:38","Bajo (2 - 4 mts)",18,"Chico",-68.8520044997,-32.9016339818,2,"Barrio Civico",2366816.36021,"0","bajo"
"10428",16078,"Pltano","21/07/2011 10:37","Alto (> 8 mts)",165,"Grande",-68.8448549848,-32.8724798216,6,"Residencial Norte",2694682.37982,"0","alto"
"16181",24616,"Morera","07/02/2011 09:00","Alto (> 8 mts)",125,"Grande",-68.8433749827,-32.9038708826,2,"Barrio Civico",2366816.36021,"1","medio"
"15988",24319,"Morera","27/01/2011 07:25","Alto (> 8 mts)",180,"Grande",-68.8442950238,-32.9020332819,2,"Barrio Civico",2366816.36021,"0","alto"
"17678",26927,"Pltano","01/11/2011 18:00","Alto (> 8 mts)",180,"Grande",-68.8355344968,-32.8866692304,3,"Parque O'Higgins",1531146.02653,"1","alto"
"28559",43288,"Fresno europeo","07/10/2011 11:52","Alto (> 8 mts)",85,"Grande",-68.8326782172,-32.8799512398,3,"Parque O'Higgins",1531146.02653,"1","medio"
"20899",31738,"Fresno americano","27/06/2011 10:54","Medio (4 - 8 mts)",90,"Grande",-68.8588986053,-32.8893835801,5,"Residencial Sur",2423808.92355,"0","medio"
"26038",39360,"Morera","01/12/2010 09:55","Alto (> 8 mts)",110,"Grande",-68.8563222415,-32.8719752371,6,"Residencial Norte",2694682.37982,"0","medio"
"28893",43796,"Paraiso sombrilla","18/10/2011 16:45","Bajo (2 - 4 mts)",40,"Mediano",-68.8324064762,-32.8823953853,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"4098",6309,"Acacia SP","24/06/2011 10:59","Alto (> 8 mts)",92,"Grande",-68.8575981264,-32.8897585011,5,"Residencial Sur",2423808.92355,"0","medio"
"12077",18584,"Morera","07/07/2011 09:44","Alto (> 8 mts)",148,"Grande",-68.8365989619,-32.874527349,4,"Cuarta Oeste",1173332.70145,"1","medio"
"9970",15356,"Morera","16/11/2011 12:40","Medio (4 - 8 mts)",80,"Grande",-68.8601151361,-32.8706424195,6,"Residencial Norte",2694682.37982,"0","bajo"
"2093",3173,"Morera","16/09/2011 13:16","Alto (> 8 mts)",110,"Grande",-68.8334658867,-32.8746232762,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"5623",8629,"Perenne","31/01/2011 13:07","Medio (4 - 8 mts)",75,"Grande",-68.83931027,-32.9034498592,2,"Barrio Civico",2366816.36021,"0","bajo"
"12476",19174,"Morera","18/07/2011 10:23","Alto (> 8 mts)",115,"Grande",-68.8408884521,-32.8730692494,4,"Cuarta Oeste",1173332.70145,"1","medio"
"19935",30286,"Morera","04/03/2011 12:16","Alto (> 8 mts)",120,"Grande",-68.8412104486,-32.8902407728,3,"Parque O'Higgins",1531146.02653,"1","medio"
"553",860,"Aguaribay","15/12/2011 08:13","Medio (4 - 8 mts)",140,"Grande",-68.8804720802,-32.866454282,8,"Aeroparque",2203364.73622,"0","medio"
"10006",15412,"Acacia SP","17/11/2011 12:37","Muy bajo (1 - 2 mts)",5,"Chico",-68.8593715415,-32.871875827,6,"Residencial Norte",2694682.37982,"0","bajo"
"5850",8973,"Morera","19/01/2011 10:27","Medio (4 - 8 mts)",50,"Mediano",-68.8463935765,-32.8685060913,6,"Residencial Norte",2694682.37982,"1","bajo"
"23917",36228,"Fresno europeo","18/03/2011 09:31","Alto (> 8 mts)",76,"Grande",-68.8544171013,-32.8776140323,6,"Residencial Norte",2694682.37982,"0","bajo"
"17820",27136,"Pltano","27/10/2011 10:40","Alto (> 8 mts)",170,"Grande",-68.8390399384,-32.8896630795,3,"Parque O'Higgins",1531146.02653,"0","alto"
"31625",47972,"Morera","02/09/2011 09:58","Medio (4 - 8 mts)",222,"Grande",-68.8256214262,-32.8681269117,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"31444",47698,"Morera","09/09/2011 14:09","Alto (> 8 mts)",150,"Grande",-68.8304910942,-32.8721714237,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"1994",3032,"Caducifolio","15/09/2011 12:46","Muy bajo (1 - 2 mts)",10,"Chico",-68.8277138224,-32.8730663097,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"227",354,"Morera","07/03/2012 09:23","Medio (4 - 8 mts)",140,"Grande",-68.8210302849,-32.8671535311,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"20394",30985,"Fresno americano","11/02/2011 09:41","Medio (4 - 8 mts)",100,"Grande",-68.8558826475,-32.8637775725,6,"Residencial Norte",2694682.37982,"0","medio"
"12295",18913,"Morera","02/08/2011 09:49","Alto (> 8 mts)",120,"Grande",-68.8419645333,-32.8705826339,4,"Cuarta Oeste",1173332.70145,"0","medio"
"20676",31393,"Morera","23/05/2011 12:41","Bajo (2 - 4 mts)",22,"Mediano",-68.8513161497,-32.8848061648,5,"Residencial Sur",2423808.92355,"0","bajo"
"1846",2800,"Pltano","11/11/2011 09:10","Alto (> 8 mts)",300,"Grande",-68.8289735278,-32.8851560431,3,"Parque O'Higgins",1531146.02653,"0","muy alto"
"14080",21501,"Pltano","11/05/2011 11:00","Alto (> 8 mts)",140,"Grande",-68.8534235672,-32.8945375456,5,"Residencial Sur",2423808.92355,"1","medio"
"10743",16585,"Morera","27/07/2011 12:33","Medio (4 - 8 mts)",75,"Grande",-68.8415338424,-32.864898913,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"25221",38150,"Morera","03/01/2011 10:43","Muy bajo (1 - 2 mts)",2,"Chico",-68.8464467711,-32.8701800443,6,"Residencial Norte",2694682.37982,"0","bajo"
"31631",47982,"Morera","31/08/2011 09:59","Alto (> 8 mts)",110,"Grande",-68.8260940361,-32.8700893442,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"7217",11010,"Pltano","07/04/2011 16:17","Alto (> 8 mts)",57,"Mediano",-68.8599663198,-32.8808477738,7,"Residencial Parque",1786336.08966,"0","bajo"
"11976",18419,"Olmo comun","11/07/2011 11:15","Medio (4 - 8 mts)",70,"Grande",-68.8390380086,-32.8737632602,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"24912",37703,"Morera","14/01/2012 18:04","Medio (4 - 8 mts)",120,"Grande",-68.8507445278,-32.8722404779,6,"Residencial Norte",2694682.37982,"0","medio"
"62",91,"Fresno europeo","29/02/2012 10:48","Bajo (2 - 4 mts)",32,"Mediano",-68.856128661,-32.9019489704,5,"Residencial Sur",2423808.92355,"0","bajo"
"10797",16664,"Morera","19/07/2011 11:31","Alto (> 8 mts)",145,"Grande",-68.8413483764,-32.8629815061,4,"Cuarta Oeste",1173332.70145,"1","medio"
"83",118,"Acer","29/02/2012 10:41","Medio (4 - 8 mts)",100,"Grande",-68.8565709627,-32.863691184,6,"Residencial Norte",2694682.37982,"0","medio"
"14367",21943,"Paraiso","02/06/2011 13:22","Medio (4 - 8 mts)",120,"Grande",-68.8580784554,-32.894191436,5,"Residencial Sur",2423808.92355,"0","medio"
"11255",17372,"Fresno europeo","03/08/2011 09:42","Alto (> 8 mts)",145,"Grande",-68.8343320801,-32.8648001354,4,"Cuarta Oeste",1173332.70145,"0","medio"
"20061",30481,"Fresno americano","17/02/2011 12:30","Alto (> 8 mts)",180,"Grande",-68.8400559703,-32.8893084854,3,"Parque O'Higgins",1531146.02653,"0","alto"
"9046",13815,"Paraiso sombrilla","26/01/2011 09:17","Alto (> 8 mts)",170,"Grande",-68.8497394899,-32.8629704033,6,"Residencial Norte",2694682.37982,"0","alto"
"22852",34640,"Morera","31/03/2011 13:02","Alto (> 8 mts)",140,"Grande",-68.8488409509,-32.8763993137,6,"Residencial Norte",2694682.37982,"0","medio"
"30516",46306,"Morera","28/09/2011 08:24","Alto (> 8 mts)",220,"Grande",-68.8240269503,-32.8734629505,4,"Cuarta Este Área Fundacional",1822015.85685,"1","alto"
"18840",28674,"Pltano","02/03/2011 09:15","Alto (> 8 mts)",109,"Grande",-68.8466825332,-32.8914977874,2,"Barrio Civico",2366816.36021,"0","medio"
"252",401,"Prunas","05/03/2012 11:15","Medio (4 - 8 mts)",40,"Mediano",-68.8198025633,-32.8671963169,4,"Cuarta Este Área Fundacional",1822015.85685,"1","bajo"
"23168",35119,"Morera","28/03/2011 10:49","Alto (> 8 mts)",154,"Grande",-68.8519348574,-32.8805945511,1,"Parque Central",1655357.93265,"0","medio"
"20764",31538,"Morera","18/05/2011 10:30","Alto (> 8 mts)",107,"Grande",-68.8601752862,-32.890453582,5,"Residencial Sur",2423808.92355,"0","medio"
"26972",40803,"Pltano","26/04/2011 16:49","Alto (> 8 mts)",148,"Grande",-68.8403679229,-32.884359773,1,"Parque Central",1655357.93265,"0","medio"
"12536",19259,"Fresno americano","03/08/2011 12:21","Alto (> 8 mts)",110,"Grande",-68.8376224021,-32.8704880109,4,"Cuarta Oeste",1173332.70145,"0","medio"
"26881",40661,"Fresno europeo","13/04/2011 09:25","Medio (4 - 8 mts)",23,"Mediano",-68.8437509581,-32.8842318868,1,"Parque Central",1655357.93265,"0","bajo"
"31693",48087,"Morera","29/09/2011 10:59","Alto (> 8 mts)",170,"Grande",-68.8269756656,-32.8677324171,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"18172",27692,"Pltano","28/10/2011 10:47","Alto (> 8 mts)",185,"Grande",-68.8374749461,-32.8946687971,2,"Barrio Civico",2366816.36021,"0","alto"
"11324",17460,"Fresno europeo","16/01/2012 10:29","Bajo (2 - 4 mts)",18,"Chico",-68.8361186965,-32.8679979145,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"19683",29907,"Morera","15/03/2011 09:17","Bajo (2 - 4 mts)",11,"Chico",-68.8403368516,-32.8916882041,2,"Barrio Civico",2366816.36021,"0","bajo"
"14189",21670,"Fresno europeo","07/06/2011 12:31","Alto (> 8 mts)",95,"Grande",-68.8553750828,-32.8968901654,5,"Residencial Sur",2423808.92355,"0","medio"
"17069",26005,"Fresno europeo","09/11/2011 18:10","Medio (4 - 8 mts)",60,"Mediano",-68.8381697823,-32.9044168577,2,"Barrio Civico",2366816.36021,"0","bajo"
"25320",38300,"Pltano","01/12/2010 12:37","Alto (> 8 mts)",350,"Grande",-68.8468348055,-32.8716335103,6,"Residencial Norte",2694682.37982,"0","muy alto"
"4980",7623,"Morera","09/06/2011 10:29","Muy bajo (1 - 2 mts)",6,"Chico",-68.8586185287,-32.8833158962,7,"Residencial Parque",1786336.08966,"0","bajo"
"790",1218,"Paraiso sombrilla","29/11/2011 12:15","Medio (4 - 8 mts)",122,"Grande",-68.8768372801,-32.8646817055,8,"Aeroparque",2203364.73622,"0","medio"
"27962",42358,"Fresno europeo","05/10/2011 11:08","Alto (> 8 mts)",125,"Grande",-68.8348413075,-32.8751741843,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"27467",41553,"Paraiso","06/05/2011 10:13","Bajo (2 - 4 mts)",32,"Mediano",-68.8402359941,-32.8797326879,1,"Parque Central",1655357.93265,"0","bajo"
"19020",28942,"Morera","26/04/2011 10:14","Alto (> 8 mts)",160,"Grande",-68.8460800823,-32.8857514764,1,"Parque Central",1655357.93265,"1","medio"
"7420",11318,"Ailanthus","21/01/2011 09:33","Alto (> 8 mts)",190,"Grande",-68.8477282638,-32.8998833033,2,"Barrio Civico",2366816.36021,"0","alto"
"2079",3152,"Morera","19/09/2011 13:45","Alto (> 8 mts)",160,"Grande",-68.8252510487,-32.874285002,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"9649",14784,"Paraiso","06/12/2011 12:36","Medio (4 - 8 mts)",120,"Grande",-68.8792726677,-32.868486466,8,"Aeroparque",2203364.73622,"0","medio"
"16323",24828,"Morera","18/02/2011 09:38","Alto (> 8 mts)",190,"Grande",-68.8400756617,-32.8976212898,2,"Barrio Civico",2366816.36021,"0","alto"
"16595",25270,"Morera","08/02/2011 10:12","Alto (> 8 mts)",120,"Grande",-68.8383585258,-32.8993937308,2,"Barrio Civico",2366816.36021,"0","medio"
"30451",46207,"Perenne","27/09/2011 12:31","Bajo (2 - 4 mts)",33,"Mediano",-68.8252008735,-32.8755350919,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"12747",19564,"Morera","26/07/2011 09:27","Alto (> 8 mts)",163,"Grande",-68.838362683,-32.8717680228,4,"Cuarta Oeste",1173332.70145,"0","alto"
"20003",30387,"Acacia SP","02/03/2011 13:16","Muy bajo (1 - 2 mts)",8,"Chico",-68.8403695603,-32.8894379452,3,"Parque O'Higgins",1531146.02653,"0","bajo"
"7603",11598,"Morera","10/05/2010 10:52","Medio (4 - 8 mts)",134,"Grande",-68.8525496603,-32.8670217166,6,"Residencial Norte",2694682.37982,"0","medio"
"9170",14024,"Morera","29/11/2011 16:36","Bajo (2 - 4 mts)",70,"Grande",-68.8788530469,-32.8652671258,8,"Aeroparque",2203364.73622,"0","bajo"
"119",179,"Braquiquito","26/02/2012 19:40","Medio (4 - 8 mts)",54,"Mediano",-68.8571762698,-32.8646124751,6,"Residencial Norte",2694682.37982,"0","bajo"
"14949",22801,"Morera","14/06/2011 12:38","Alto (> 8 mts)",88,"Grande",-68.8600220335,-32.9018677354,5,"Residencial Sur",2423808.92355,"0","medio"
"17911",27280,"Pltano","31/10/2011 09:16","Alto (> 8 mts)",150,"Grande",-68.8346964325,-32.8898343254,3,"Parque O'Higgins",1531146.02653,"0","medio"
"3138",4809,"Acer","28/07/2011 09:33","Bajo (2 - 4 mts)",60,"Mediano",-68.840561122,-32.8663420085,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"21709",32952,"Morera","23/05/2011 10:42","Alto (> 8 mts)",170,"Grande",-68.8500229572,-32.8885712195,5,"Residencial Sur",2423808.92355,"0","alto"
"29804",45203,"Fresno europeo","28/09/2011 10:37","Alto (> 8 mts)",165,"Grande",-68.8232420014,-32.8724111273,4,"Cuarta Este Área Fundacional",1822015.85685,"0","alto"
"19182",29191,"Fresno europeo","25/02/2011 18:28","Medio (4 - 8 mts)",45,"Mediano",-68.8466562619,-32.8879231204,1,"Parque Central",1655357.93265,"0","bajo"
"19940",30293,"Morera","11/03/2011 09:15","Alto (> 8 mts)",118,"Grande",-68.8409462399,-32.8904466809,3,"Parque O'Higgins",1531146.02653,"0","medio"
"14815",22594,"Paraiso","23/06/2011 11:57","Medio (4 - 8 mts)",68,"Grande",-68.8613138225,-32.9005273698,5,"Residencial Sur",2423808.92355,"0","bajo"
"11333",17473,"Pltano","16/01/2012 09:52","Alto (> 8 mts)",220,"Grande",-68.8357771535,-32.8688708118,4,"Cuarta Oeste",1173332.70145,"0","alto"
"3971",6118,"Morera","04/10/2011 13:14","Medio (4 - 8 mts)",12,"Chico",-68.8388216968,-32.8821532015,1,"Parque Central",1655357.93265,"0","bajo"
"15025",22901,"Morera","19/05/2011 16:15","Alto (> 8 mts)",162,"Grande",-68.854128404,-32.8995441922,5,"Residencial Sur",2423808.92355,"0","alto"
"16425",24989,"Olmo comun","16/02/2011 08:49","Medio (4 - 8 mts)",107,"Grande",-68.8375015695,-32.8966263497,2,"Barrio Civico",2366816.36021,"0","medio"
"6548",9996,"Paraiso","04/11/2010 12:14","Alto (> 8 mts)",180,"Grande",-68.8522059027,-32.8692864306,6,"Residencial Norte",2694682.37982,"0","alto"
"2880",4415,"Jacarand","12/08/2011 10:04","Bajo (2 - 4 mts)",14,"Chico",-68.834937067,-32.8685060501,4,"Cuarta Oeste",1173332.70145,"1","bajo"
"31406",47649,"Fresno americano","08/09/2011 15:57","Bajo (2 - 4 mts)",60,"Mediano",-68.8276222042,-32.8716768592,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"5788",8886,"Paraiso sombrilla","05/04/2010 10:46","Medio (4 - 8 mts)",122,"Grande",-68.8531355017,-32.8678195708,6,"Residencial Norte",2694682.37982,"0","medio"
"14204",21695,"Olmo comun","10/06/2011 08:09","Bajo (2 - 4 mts)",66,"Grande",-68.8573705452,-32.8953613863,5,"Residencial Sur",2423808.92355,"0","bajo"
"15682",23856,"Olmo comun","28/01/2011 12:37","Alto (> 8 mts)",91,"Grande",-68.8509843379,-32.900506094,2,"Barrio Civico",2366816.36021,"0","medio"
"19631",29830,"Olmo comun","03/03/2011 18:53","Alto (> 8 mts)",132,"Grande",-68.8420349143,-32.8924995365,2,"Barrio Civico",2366816.36021,"0","medio"
"11420",17597,"Aguaribay","19/07/2011 10:59","Medio (4 - 8 mts)",54,"Mediano",-68.842738088,-32.8663626581,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"21353",32402,"Acacia SP","23/05/2011 13:56","Alto (> 8 mts)",190,"Grande",-68.850596499,-32.8893342359,5,"Residencial Sur",2423808.92355,"0","alto"
"28204",42721,"Fresno europeo","26/09/2011 11:28","Medio (4 - 8 mts)",80,"Grande",-68.8270821804,-32.8768282435,4,"Cuarta Este Área Fundacional",1822015.85685,"0","bajo"
"9386",14374,"Morera","30/11/2011 12:17","Medio (4 - 8 mts)",90,"Grande",-68.878325599,-32.8660936608,8,"Aeroparque",2203364.73622,"0","medio"
"11181",17260,"Fresno europeo","05/08/2011 11:12","Alto (> 8 mts)",140,"Grande",-68.8356323557,-32.8647993257,4,"Cuarta Oeste",1173332.70145,"0","medio"
"4062",6259,"Caducifolio","15/07/2011 09:12","Medio (4 - 8 mts)",25,"Mediano",-68.851100124,-32.8838700925,1,"Parque Central",1655357.93265,"0","bajo"
"28673",43458,"Morera","03/10/2011 10:01","Alto (> 8 mts)",130,"Grande",-68.8322884741,-32.8798550689,3,"Parque O'Higgins",1531146.02653,"0","medio"
"20497",31139,"Paraiso sombrilla","08/02/2011 09:51","Medio (4 - 8 mts)",140,"Grande",-68.8549231736,-32.8642413913,6,"Residencial Norte",2694682.37982,"0","medio"
"29749",45124,"Morera","02/09/2011 12:09","Alto (> 8 mts)",160,"Grande",-68.8232666161,-32.8702371782,4,"Cuarta Este Área Fundacional",1822015.85685,"1","medio"
"17308",26373,"Morera","20/10/2011 11:31","Medio (4 - 8 mts)",150,"Grande",-68.8327915421,-32.8884895207,3,"Parque O'Higgins",1531146.02653,"0","medio"
"29013",43983,"Fresno americano","14/10/2011 12:12","Medio (4 - 8 mts)",160,"Grande",-68.8339444476,-32.8859819291,3,"Parque O'Higgins",1531146.02653,"0","medio"
"12318",18953,"Morera","04/08/2011 11:41","Medio (4 - 8 mts)",42,"Mediano",-68.8365254536,-32.8690500028,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"320",491,"Morera","07/03/2012 09:49","Alto (> 8 mts)",138,"Grande",-68.8223736288,-32.867882067,4,"Cuarta Este Área Fundacional",1822015.85685,"0","medio"
"13011",19959,"Morera","05/08/2011 09:47","Medio (4 - 8 mts)",73,"Grande",-68.8339383998,-32.8645126761,4,"Cuarta Oeste",1173332.70145,"0","bajo"
"28244",42785,"Fresno europeo","30/09/2011 12:52","Alto (> 8 mts)",120,"Grande",-68.8296239922,-32.87788213,4,"Cuarta Este Área Fundacional",1822015.85685,"1","medio"
"9590",14689,"Fresno europeo","14/12/2011 16:51","Muy bajo (1 - 2 mts)",8,"Chico",-68.881154659,-32.8678756003,8,"Aeroparque",2203364.73622,"0","bajo"
"26861",40633,"Fresno europeo","12/04/2011 10:53","Alto (> 8 mts)",72,"Grande",-68.8451928821,-32.8839599811,1,"Parque Central",1655357.93265,"0","bajo"
